common_name,month,pounds_caught,year,sci_name,commonname,classcode
grass rockfish,january,1301,2012,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,january,3,2012,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,january,1507,2012,sebastes miniatus,vermilion rockfish,smin
pacific sardine,january,9801,2012,sardinops sagax,Pacific sardine,ssag
california scorpionfish,january,0,2012,scorpaena guttata,California scorpionfish,sgut
horn shark,january,0,2012,heterodontus francisci,horn shark,hfra
california sheephead,january,2732,2012,semicossyphus pulcher,California sheephead,spul
black surfperch,january,28,2012,embiotoca jacksoni,black surfperch,ejac
rainbow surfperch,january,0,2012,hypsurus caryi,rainbow seaperch,hcar
rubberlip surfperch,january,0,2012,rhacochilus toxotes,rubberlip seaperch,rtox
kelp greenling,february,2,2012,hexagrammos decagrammus,kelp greenling,hdec
lingcod,february,0,2012,ophiodon elongatus,lingcod,oelo
opaleye,february,0,2012,girella nigricans,opaleye,gnig
bat ray,february,0,2012,myliobatis californica,batray,bray
black-and-yellow rockfish,february,1,2012,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,february,0,2012,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,february,404,2012,sebastes paucispinis,bocaccio,spau
brown rockfish,february,11,2012,sebastes auriculatus,brown rockfish,saur
copper rockfish,february,485,2012,sebastes caurinus,copper rockfish,scau
gopher rockfish,february,83,2012,sebastes carnatus,gopher rockfish,scar
grass rockfish,february,570,2012,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,february,4,2012,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,february,2605,2012,sebastes miniatus,vermilion rockfish,smin
pacific sardine,february,248670,2012,sardinops sagax,Pacific sardine,ssag
california scorpionfish,february,8,2012,scorpaena guttata,California scorpionfish,sgut
horn shark,february,14,2012,heterodontus francisci,horn shark,hfra
california sheephead,february,1264,2012,semicossyphus pulcher,California sheephead,spul
black surfperch,february,0,2012,embiotoca jacksoni,black surfperch,ejac
rainbow surfperch,february,8,2012,hypsurus caryi,rainbow seaperch,hcar
rubberlip surfperch,february,0,2012,rhacochilus toxotes,rubberlip seaperch,rtox
kelp greenling,march,0,2012,hexagrammos decagrammus,kelp greenling,hdec
lingcod,march,0,2012,ophiodon elongatus,lingcod,oelo
opaleye,march,0,2012,girella nigricans,opaleye,gnig
bat ray,march,0,2012,myliobatis californica,batray,bray
black-and-yellow rockfish,march,0,2012,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,march,0,2012,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,march,0,2012,sebastes paucispinis,bocaccio,spau
brown rockfish,march,0,2012,sebastes auriculatus,brown rockfish,saur
copper rockfish,march,0,2012,sebastes caurinus,copper rockfish,scau
gopher rockfish,march,0,2012,sebastes carnatus,gopher rockfish,scar
grass rockfish,march,0,2012,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,march,0,2012,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,march,0,2012,sebastes miniatus,vermilion rockfish,smin
pacific sardine,march,44779,2012,sardinops sagax,Pacific sardine,ssag
california scorpionfish,march,0,2012,scorpaena guttata,California scorpionfish,sgut
horn shark,march,0,2012,heterodontus francisci,horn shark,hfra
california sheephead,march,0,2012,semicossyphus pulcher,California sheephead,spul
black surfperch,march,0,2012,embiotoca jacksoni,black surfperch,ejac
rainbow surfperch,march,0,2012,hypsurus caryi,rainbow seaperch,hcar
rubberlip surfperch,march,0,2012,rhacochilus toxotes,rubberlip seaperch,rtox
kelp greenling,april,0,2012,hexagrammos decagrammus,kelp greenling,hdec
lingcod,april,10,2012,ophiodon elongatus,lingcod,oelo
opaleye,april,0,2012,girella nigricans,opaleye,gnig
bat ray,april,0,2012,myliobatis californica,batray,bray
black-and-yellow rockfish,april,0,2012,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,april,0,2012,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,april,0,2012,sebastes paucispinis,bocaccio,spau
brown rockfish,april,0,2012,sebastes auriculatus,brown rockfish,saur
copper rockfish,april,0,2012,sebastes caurinus,copper rockfish,scau
gopher rockfish,april,0,2012,sebastes carnatus,gopher rockfish,scar
grass rockfish,april,0,2012,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,april,0,2012,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,april,106,2012,sebastes miniatus,vermilion rockfish,smin
pacific sardine,april,0,2012,sardinops sagax,Pacific sardine,ssag
california scorpionfish,april,0,2012,scorpaena guttata,California scorpionfish,sgut
horn shark,april,0,2012,heterodontus francisci,horn shark,hfra
california sheephead,april,0,2012,semicossyphus pulcher,California sheephead,spul
black surfperch,april,0,2012,embiotoca jacksoni,black surfperch,ejac
rainbow surfperch,april,0,2012,hypsurus caryi,rainbow seaperch,hcar
rubberlip surfperch,april,0,2012,rhacochilus toxotes,rubberlip seaperch,rtox
kelp greenling,may,0,2012,hexagrammos decagrammus,kelp greenling,hdec
lingcod,may,320,2012,ophiodon elongatus,lingcod,oelo
opaleye,may,0,2012,girella nigricans,opaleye,gnig
bat ray,may,0,2012,myliobatis californica,batray,bray
black-and-yellow rockfish,may,1,2012,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,may,0,2012,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,may,110,2012,sebastes paucispinis,bocaccio,spau
brown rockfish,may,14,2012,sebastes auriculatus,brown rockfish,saur
copper rockfish,may,132,2012,sebastes caurinus,copper rockfish,scau
gopher rockfish,may,150,2012,sebastes carnatus,gopher rockfish,scar
grass rockfish,may,964,2012,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,may,23,2012,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,may,612,2012,sebastes miniatus,vermilion rockfish,smin
pacific sardine,may,18,2012,sardinops sagax,Pacific sardine,ssag
california scorpionfish,may,0,2012,scorpaena guttata,California scorpionfish,sgut
horn shark,may,0,2012,heterodontus francisci,horn shark,hfra
california sheephead,may,1024,2012,semicossyphus pulcher,California sheephead,spul
black surfperch,may,18,2012,embiotoca jacksoni,black surfperch,ejac
rainbow surfperch,may,0,2012,hypsurus caryi,rainbow seaperch,hcar
rubberlip surfperch,may,4,2012,rhacochilus toxotes,rubberlip seaperch,rtox
kelp greenling,june,2,2012,hexagrammos decagrammus,kelp greenling,hdec
lingcod,june,559,2012,ophiodon elongatus,lingcod,oelo
opaleye,june,0,2012,girella nigricans,opaleye,gnig
bat ray,june,47,2012,myliobatis californica,batray,bray
black-and-yellow rockfish,june,0,2012,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,june,0,2012,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,june,472,2012,sebastes paucispinis,bocaccio,spau
brown rockfish,june,0,2012,sebastes auriculatus,brown rockfish,saur
copper rockfish,june,625,2012,sebastes caurinus,copper rockfish,scau
gopher rockfish,june,53,2012,sebastes carnatus,gopher rockfish,scar
grass rockfish,june,1554,2012,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,june,12,2012,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,june,1595,2012,sebastes miniatus,vermilion rockfish,smin
pacific sardine,june,76985,2012,sardinops sagax,Pacific sardine,ssag
california scorpionfish,june,27,2012,scorpaena guttata,California scorpionfish,sgut
horn shark,june,0,2012,heterodontus francisci,horn shark,hfra
california sheephead,june,1833,2012,semicossyphus pulcher,California sheephead,spul
black surfperch,june,14,2012,embiotoca jacksoni,black surfperch,ejac
rainbow surfperch,june,4,2012,hypsurus caryi,rainbow seaperch,hcar
rubberlip surfperch,june,5,2012,rhacochilus toxotes,rubberlip seaperch,rtox
kelp greenling,july,0,2012,hexagrammos decagrammus,kelp greenling,hdec
lingcod,july,494,2012,ophiodon elongatus,lingcod,oelo
opaleye,july,0,2012,girella nigricans,opaleye,gnig
bat ray,july,0,2012,myliobatis californica,batray,bray
black-and-yellow rockfish,july,3,2012,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,july,0,2012,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,july,315,2012,sebastes paucispinis,bocaccio,spau
brown rockfish,july,0,2012,sebastes auriculatus,brown rockfish,saur
copper rockfish,july,640,2012,sebastes caurinus,copper rockfish,scau
gopher rockfish,july,107,2012,sebastes carnatus,gopher rockfish,scar
grass rockfish,july,949,2012,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,july,19,2012,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,july,1544,2012,sebastes miniatus,vermilion rockfish,smin
pacific sardine,july,4e3,2012,sardinops sagax,Pacific sardine,ssag
california scorpionfish,july,82,2012,scorpaena guttata,California scorpionfish,sgut
horn shark,july,0,2012,heterodontus francisci,horn shark,hfra
california sheephead,july,1805,2012,semicossyphus pulcher,California sheephead,spul
black surfperch,july,0,2012,embiotoca jacksoni,black surfperch,ejac
rainbow surfperch,july,0,2012,hypsurus caryi,rainbow seaperch,hcar
rubberlip surfperch,july,14,2012,rhacochilus toxotes,rubberlip seaperch,rtox
kelp greenling,august,0,2012,hexagrammos decagrammus,kelp greenling,hdec
lingcod,august,383,2012,ophiodon elongatus,lingcod,oelo
opaleye,august,0,2012,girella nigricans,opaleye,gnig
bat ray,august,44,2012,myliobatis californica,batray,bray
black-and-yellow rockfish,august,0,2012,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,august,18,2012,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,august,279,2012,sebastes paucispinis,bocaccio,spau
brown rockfish,august,2,2012,sebastes auriculatus,brown rockfish,saur
copper rockfish,august,753,2012,sebastes caurinus,copper rockfish,scau
gopher rockfish,august,47,2012,sebastes carnatus,gopher rockfish,scar
grass rockfish,august,2303,2012,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,august,13,2012,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,august,1314,2012,sebastes miniatus,vermilion rockfish,smin
pacific sardine,august,99616,2012,sardinops sagax,Pacific sardine,ssag
california scorpionfish,august,207,2012,scorpaena guttata,California scorpionfish,sgut
horn shark,august,0,2012,heterodontus francisci,horn shark,hfra
california sheephead,august,3671,2012,semicossyphus pulcher,California sheephead,spul
black surfperch,august,0,2012,embiotoca jacksoni,black surfperch,ejac
rainbow surfperch,august,1,2012,hypsurus caryi,rainbow seaperch,hcar
rubberlip surfperch,august,0,2012,rhacochilus toxotes,rubberlip seaperch,rtox
kelp greenling,september,0,2012,hexagrammos decagrammus,kelp greenling,hdec
lingcod,september,653,2012,ophiodon elongatus,lingcod,oelo
opaleye,september,0,2012,girella nigricans,opaleye,gnig
bat ray,september,11,2012,myliobatis californica,batray,bray
black-and-yellow rockfish,september,57,2012,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,september,17,2012,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,september,426,2012,sebastes paucispinis,bocaccio,spau
brown rockfish,september,5,2012,sebastes auriculatus,brown rockfish,saur
copper rockfish,september,471,2012,sebastes caurinus,copper rockfish,scau
gopher rockfish,september,7,2012,sebastes carnatus,gopher rockfish,scar
grass rockfish,september,3150,2012,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,september,404,2012,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,september,1536,2012,sebastes miniatus,vermilion rockfish,smin
pacific sardine,september,106223,2012,sardinops sagax,Pacific sardine,ssag
california scorpionfish,september,62,2012,scorpaena guttata,California scorpionfish,sgut
horn shark,september,0,2012,heterodontus francisci,horn shark,hfra
california sheephead,september,1939,2012,semicossyphus pulcher,California sheephead,spul
black surfperch,september,4,2012,embiotoca jacksoni,black surfperch,ejac
rainbow surfperch,september,0,2012,hypsurus caryi,rainbow seaperch,hcar
rubberlip surfperch,september,1,2012,rhacochilus toxotes,rubberlip seaperch,rtox
kelp greenling,october,0,2012,hexagrammos decagrammus,kelp greenling,hdec
lingcod,october,422,2012,ophiodon elongatus,lingcod,oelo
opaleye,october,0,2012,girella nigricans,opaleye,gnig
bat ray,october,0,2012,myliobatis californica,batray,bray
black-and-yellow rockfish,october,0,2012,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,october,50,2012,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,october,385,2012,sebastes paucispinis,bocaccio,spau
brown rockfish,october,96,2012,sebastes auriculatus,brown rockfish,saur
copper rockfish,october,286,2012,sebastes caurinus,copper rockfish,scau
gopher rockfish,october,1,2012,sebastes carnatus,gopher rockfish,scar
grass rockfish,october,349,2012,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,october,15,2012,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,october,1383,2012,sebastes miniatus,vermilion rockfish,smin
pacific sardine,october,668634,2012,sardinops sagax,Pacific sardine,ssag
california scorpionfish,october,91,2012,scorpaena guttata,California scorpionfish,sgut
horn shark,october,0,2012,heterodontus francisci,horn shark,hfra
california sheephead,october,796,2012,semicossyphus pulcher,California sheephead,spul
black surfperch,october,0,2012,embiotoca jacksoni,black surfperch,ejac
rainbow surfperch,october,0,2012,hypsurus caryi,rainbow seaperch,hcar
rubberlip surfperch,october,17,2012,rhacochilus toxotes,rubberlip seaperch,rtox
kelp greenling,november,0,2012,hexagrammos decagrammus,kelp greenling,hdec
lingcod,november,573,2012,ophiodon elongatus,lingcod,oelo
opaleye,november,10,2012,girella nigricans,opaleye,gnig
bat ray,november,55,2012,myliobatis californica,batray,bray
black-and-yellow rockfish,november,0,2012,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,november,24,2012,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,november,345,2012,sebastes paucispinis,bocaccio,spau
brown rockfish,november,4,2012,sebastes auriculatus,brown rockfish,saur
copper rockfish,november,316,2012,sebastes caurinus,copper rockfish,scau
gopher rockfish,november,3,2012,sebastes carnatus,gopher rockfish,scar
grass rockfish,november,1462,2012,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,november,15,2012,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,november,1913,2012,sebastes miniatus,vermilion rockfish,smin
pacific sardine,november,1989,2012,sardinops sagax,Pacific sardine,ssag
california scorpionfish,november,7,2012,scorpaena guttata,California scorpionfish,sgut
horn shark,november,0,2012,heterodontus francisci,horn shark,hfra
california sheephead,november,957,2012,semicossyphus pulcher,California sheephead,spul
black surfperch,november,0,2012,embiotoca jacksoni,black surfperch,ejac
rainbow surfperch,november,0,2012,hypsurus caryi,rainbow seaperch,hcar
rubberlip surfperch,november,2,2012,rhacochilus toxotes,rubberlip seaperch,rtox
kelp greenling,december,0,2012,hexagrammos decagrammus,kelp greenling,hdec
lingcod,december,40,2012,ophiodon elongatus,lingcod,oelo
opaleye,december,45,2012,girella nigricans,opaleye,gnig
bat ray,december,0,2012,myliobatis californica,batray,bray
black-and-yellow rockfish,december,23,2012,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,december,19,2012,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,december,403,2012,sebastes paucispinis,bocaccio,spau
brown rockfish,december,0,2012,sebastes auriculatus,brown rockfish,saur
copper rockfish,december,1162,2012,sebastes caurinus,copper rockfish,scau
gopher rockfish,december,125,2012,sebastes carnatus,gopher rockfish,scar
grass rockfish,december,200,2012,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,december,30,2012,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,december,1371,2012,sebastes miniatus,vermilion rockfish,smin
pacific sardine,december,860543,2012,sardinops sagax,Pacific sardine,ssag
california scorpionfish,december,0,2012,scorpaena guttata,California scorpionfish,sgut
horn shark,december,0,2012,heterodontus francisci,horn shark,hfra
california sheephead,december,1434,2012,semicossyphus pulcher,California sheephead,spul
black surfperch,december,10,2012,embiotoca jacksoni,black surfperch,ejac
rainbow surfperch,december,0,2012,hypsurus caryi,rainbow seaperch,hcar
rubberlip surfperch,december,14,2012,rhacochilus toxotes,rubberlip seaperch,rtox
kelp greenling,january,4,2013,hexagrammos decagrammus,kelp greenling,hdec
lingcod,january,4,2013,ophiodon elongatus,lingcod,oelo
opaleye,january,0,2013,girella nigricans,opaleye,gnig
bat ray ,january,0,2013,myliobatis californica,batray,bray
black-and-yellow rockfish,january,20,2013,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,january,16,2013,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,january,579,2013,sebastes paucispinis,bocaccio,spau
brown rockfish,january,430,2013,sebastes auriculatus,brown rockfish,saur
copper rockfish,january,1111,2013,sebastes caurinus,copper rockfish,scau
gopher rockfish,january,195,2013,sebastes carnatus,gopher rockfish,scar
kelp rockfish,january,58,2013,sebastes atrovirens,kelp rockfish,satr
pacific sardine,january,95699,2013,sardinops sagax,Pacific sardine,ssag
california scorpionfish,january,4,2013,scorpaena guttata,California scorpionfish,sgut
horn shark,january,0,2013,heterodontus francisci,horn shark,hfra
california sheephead,january,2486,2013,semicossyphus pulcher,California sheephead,spul
black surfperch,january,8,2013,embiotoca jacksoni,black surfperch,ejac
rainbow surfperch,january,0,2013,hypsurus caryi,rainbow seaperch,hcar
rubberlip surfperch,january,0,2013,rhacochilus toxotes,rubberlip seaperch,rtox
kelp greenling,february,0,2013,hexagrammos decagrammus,kelp greenling,hdec
lingcod,february,0,2013,ophiodon elongatus,lingcod,oelo
opaleye,february,4,2013,girella nigricans,opaleye,gnig
bat ray ,february,0,2013,myliobatis californica,batray,bray
black-and-yellow rockfish,february,0,2013,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,february,27,2013,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,february,115,2013,sebastes paucispinis,bocaccio,spau
brown rockfish,february,3,2013,sebastes auriculatus,brown rockfish,saur
copper rockfish,february,145,2013,sebastes caurinus,copper rockfish,scau
gopher rockfish,february,73,2013,sebastes carnatus,gopher rockfish,scar
kelp rockfish,february,29,2013,sebastes atrovirens,kelp rockfish,satr
pacific sardine,february,0,2013,sardinops sagax,Pacific sardine,ssag
california scorpionfish,february,8,2013,scorpaena guttata,California scorpionfish,sgut
horn shark,february,47,2013,heterodontus francisci,horn shark,hfra
california sheephead,february,1093,2013,semicossyphus pulcher,California sheephead,spul
black surfperch,february,0,2013,embiotoca jacksoni,black surfperch,ejac
rainbow surfperch,february,1,2013,hypsurus caryi,rainbow seaperch,hcar
rubberlip surfperch,february,8,2013,rhacochilus toxotes,rubberlip seaperch,rtox
kelp greenling,march,0,2013,hexagrammos decagrammus,kelp greenling,hdec
lingcod,march,0,2013,ophiodon elongatus,lingcod,oelo
opaleye,march,0,2013,girella nigricans,opaleye,gnig
bat ray ,march,0,2013,myliobatis californica,batray,bray
black-and-yellow rockfish,march,0,2013,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,march,0,2013,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,march,248,2013,sebastes paucispinis,bocaccio,spau
brown rockfish,march,0,2013,sebastes auriculatus,brown rockfish,saur
copper rockfish,march,0,2013,sebastes caurinus,copper rockfish,scau
gopher rockfish,march,0,2013,sebastes carnatus,gopher rockfish,scar
kelp rockfish,march,0,2013,sebastes atrovirens,kelp rockfish,satr
pacific sardine,march,0,2013,sardinops sagax,Pacific sardine,ssag
california scorpionfish,march,0,2013,scorpaena guttata,California scorpionfish,sgut
horn shark,march,0,2013,heterodontus francisci,horn shark,hfra
california sheephead,march,32,2013,semicossyphus pulcher,California sheephead,spul
black surfperch,march,2,2013,embiotoca jacksoni,black surfperch,ejac
rainbow surfperch,march,0,2013,hypsurus caryi,rainbow seaperch,hcar
rubberlip surfperch,march,0,2013,rhacochilus toxotes,rubberlip seaperch,rtox
kelp greenling,april,0,2013,hexagrammos decagrammus,kelp greenling,hdec
lingcod,april,0,2013,ophiodon elongatus,lingcod,oelo
opaleye,april,0,2013,girella nigricans,opaleye,gnig
bat ray ,april,0,2013,myliobatis californica,batray,bray
black-and-yellow rockfish,april,0,2013,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,april,0,2013,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,april,0,2013,sebastes paucispinis,bocaccio,spau
brown rockfish,april,0,2013,sebastes auriculatus,brown rockfish,saur
copper rockfish,april,0,2013,sebastes caurinus,copper rockfish,scau
gopher rockfish,april,0,2013,sebastes carnatus,gopher rockfish,scar
kelp rockfish,april,0,2013,sebastes atrovirens,kelp rockfish,satr
pacific sardine,april,0,2013,sardinops sagax,Pacific sardine,ssag
california scorpionfish,april,0,2013,scorpaena guttata,California scorpionfish,sgut
horn shark,april,0,2013,heterodontus francisci,horn shark,hfra
california sheephead,april,0,2013,semicossyphus pulcher,California sheephead,spul
black surfperch,april,0,2013,embiotoca jacksoni,black surfperch,ejac
rainbow surfperch,april,0,2013,hypsurus caryi,rainbow seaperch,hcar
rubberlip surfperch,april,0,2013,rhacochilus toxotes,rubberlip seaperch,rtox
kelp greenling,may,0,2013,hexagrammos decagrammus,kelp greenling,hdec
lingcod,may,420,2013,ophiodon elongatus,lingcod,oelo
opaleye,may,0,2013,girella nigricans,opaleye,gnig
bat ray ,may,0,2013,myliobatis californica,batray,bray
black-and-yellow rockfish,may,20,2013,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,may,108,2013,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,may,122,2013,sebastes paucispinis,bocaccio,spau
brown rockfish,may,0,2013,sebastes auriculatus,brown rockfish,saur
copper rockfish,may,482,2013,sebastes caurinus,copper rockfish,scau
gopher rockfish,may,176,2013,sebastes carnatus,gopher rockfish,scar
kelp rockfish,may,6,2013,sebastes atrovirens,kelp rockfish,satr
pacific sardine,may,0,2013,sardinops sagax,Pacific sardine,ssag
california scorpionfish,may,6,2013,scorpaena guttata,California scorpionfish,sgut
horn shark,may,0,2013,heterodontus francisci,horn shark,hfra
california sheephead,may,1463,2013,semicossyphus pulcher,California sheephead,spul
black surfperch,may,3,2013,embiotoca jacksoni,black surfperch,ejac
rainbow surfperch,may,0,2013,hypsurus caryi,rainbow seaperch,hcar
rubberlip surfperch,may,0,2013,rhacochilus toxotes,rubberlip seaperch,rtox
kelp greenling,june,4,2013,hexagrammos decagrammus,kelp greenling,hdec
lingcod,june,742,2013,ophiodon elongatus,lingcod,oelo
opaleye,june,0,2013,girella nigricans,opaleye,gnig
bat ray ,june,0,2013,myliobatis californica,batray,bray
black-and-yellow rockfish,june,46,2013,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,june,28,2013,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,june,282,2013,sebastes paucispinis,bocaccio,spau
brown rockfish,june,2,2013,sebastes auriculatus,brown rockfish,saur
copper rockfish,june,568,2013,sebastes caurinus,copper rockfish,scau
gopher rockfish,june,43,2013,sebastes carnatus,gopher rockfish,scar
kelp rockfish,june,15,2013,sebastes atrovirens,kelp rockfish,satr
pacific sardine,june,368323,2013,sardinops sagax,Pacific sardine,ssag
california scorpionfish,june,128,2013,scorpaena guttata,California scorpionfish,sgut
horn shark,june,0,2013,heterodontus francisci,horn shark,hfra
california sheephead,june,2067,2013,semicossyphus pulcher,California sheephead,spul
black surfperch,june,0,2013,embiotoca jacksoni,black surfperch,ejac
rainbow surfperch,june,2,2013,hypsurus caryi,rainbow seaperch,hcar
rubberlip surfperch,june,0,2013,rhacochilus toxotes,rubberlip seaperch,rtox
kelp greenling,july,1,2013,hexagrammos decagrammus,kelp greenling,hdec
lingcod,july,627,2013,ophiodon elongatus,lingcod,oelo
opaleye,july,2,2013,girella nigricans,opaleye,gnig
bat ray ,july,0,2013,myliobatis californica,batray,bray
black-and-yellow rockfish,july,45,2013,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,july,2,2013,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,july,286,2013,sebastes paucispinis,bocaccio,spau
brown rockfish,july,4,2013,sebastes auriculatus,brown rockfish,saur
copper rockfish,july,86,2013,sebastes caurinus,copper rockfish,scau
gopher rockfish,july,27,2013,sebastes carnatus,gopher rockfish,scar
kelp rockfish,july,4,2013,sebastes atrovirens,kelp rockfish,satr
pacific sardine,july,24380,2013,sardinops sagax,Pacific sardine,ssag
california scorpionfish,july,157,2013,scorpaena guttata,California scorpionfish,sgut
horn shark,july,0,2013,heterodontus francisci,horn shark,hfra
california sheephead,july,2704,2013,semicossyphus pulcher,California sheephead,spul
black surfperch,july,0,2013,embiotoca jacksoni,black surfperch,ejac
rainbow surfperch,july,0,2013,hypsurus caryi,rainbow seaperch,hcar
rubberlip surfperch,july,0,2013,rhacochilus toxotes,rubberlip seaperch,rtox
kelp greenling,august,0,2013,hexagrammos decagrammus,kelp greenling,hdec
lingcod,august,487,2013,ophiodon elongatus,lingcod,oelo
opaleye,august,0,2013,girella nigricans,opaleye,gnig
bat ray ,august,56,2013,myliobatis californica,batray,bray
black-and-yellow rockfish,august,65,2013,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,august,40,2013,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,august,181,2013,sebastes paucispinis,bocaccio,spau
brown rockfish,august,22,2013,sebastes auriculatus,brown rockfish,saur
copper rockfish,august,154,2013,sebastes caurinus,copper rockfish,scau
gopher rockfish,august,55,2013,sebastes carnatus,gopher rockfish,scar
kelp rockfish,august,11,2013,sebastes atrovirens,kelp rockfish,satr
pacific sardine,august,0,2013,sardinops sagax,Pacific sardine,ssag
california scorpionfish,august,60,2013,scorpaena guttata,California scorpionfish,sgut
horn shark,august,0,2013,heterodontus francisci,horn shark,hfra
california sheephead,august,1967,2013,semicossyphus pulcher,California sheephead,spul
black surfperch,august,0,2013,embiotoca jacksoni,black surfperch,ejac
rainbow surfperch,august,6,2013,hypsurus caryi,rainbow seaperch,hcar
rubberlip surfperch,august,0,2013,rhacochilus toxotes,rubberlip seaperch,rtox
kelp greenling,september,13,2013,hexagrammos decagrammus,kelp greenling,hdec
lingcod,september,437,2013,ophiodon elongatus,lingcod,oelo
opaleye,september,12,2013,girella nigricans,opaleye,gnig
bat ray ,september,64,2013,myliobatis californica,batray,bray
black-and-yellow rockfish,september,45,2013,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,september,84,2013,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,september,154,2013,sebastes paucispinis,bocaccio,spau
brown rockfish,september,1,2013,sebastes auriculatus,brown rockfish,saur
copper rockfish,september,256,2013,sebastes caurinus,copper rockfish,scau
gopher rockfish,september,16,2013,sebastes carnatus,gopher rockfish,scar
kelp rockfish,september,4,2013,sebastes atrovirens,kelp rockfish,satr
pacific sardine,september,0,2013,sardinops sagax,Pacific sardine,ssag
california scorpionfish,september,26,2013,scorpaena guttata,California scorpionfish,sgut
horn shark,september,0,2013,heterodontus francisci,horn shark,hfra
california sheephead,september,1389,2013,semicossyphus pulcher,California sheephead,spul
black surfperch,september,42,2013,embiotoca jacksoni,black surfperch,ejac
rainbow surfperch,september,14,2013,hypsurus caryi,rainbow seaperch,hcar
rubberlip surfperch,september,0,2013,rhacochilus toxotes,rubberlip seaperch,rtox
kelp greenling,october,2,2013,hexagrammos decagrammus,kelp greenling,hdec
lingcod,october,964,2013,ophiodon elongatus,lingcod,oelo
opaleye,october,9,2013,girella nigricans,opaleye,gnig
bat ray ,october,0,2013,myliobatis californica,batray,bray
black-and-yellow rockfish,october,82,2013,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,october,52,2013,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,october,632,2013,sebastes paucispinis,bocaccio,spau
brown rockfish,october,146,2013,sebastes auriculatus,brown rockfish,saur
copper rockfish,october,1092,2013,sebastes caurinus,copper rockfish,scau
gopher rockfish,october,155,2013,sebastes carnatus,gopher rockfish,scar
